-1,1,0.0453,-0.1217
-1,1,0.2219,0.1866
-1,-1,-0.3911,0.2087
-1,1,-0.0806,0.489
-1,0,-0.4143,0.3363
-1,1,0.4963,-0.1059
1,0,-0.0072,0.1516
-1,-1,-0.304,-0.078
1,0,-0.0588,-0.1183
1,0,-0.4631,-0.0654
-1,-1,-0.4701,0.3675
0,1,0.4376,0.4268
0,0,0.4991,-0.0542
-1,-1,-0.1611,0.2764
0,-1,-0.2666,0.248
-1,0,-0.2279,-0.3307
1,1,0.4904,-0.2616
1,0,0.4448,0.0275
-1,1,0.1033,-0.2304
-1,-1,0.3069,0.4552
-1,-1,-0.3906,-0.0626
-1,0,-0.1404,0.4937
-1,0,-0.1765,-0.0152
1,1,-0.2148,0.2248
0,-1,0.3657,-0.1098
0,-1,0.4898,-0.3068
1,0,-0.4837,-0.424
-1,-1,-0.3634,-0.4597
0,0,-0.3184,-0.0843
1,1,-0.4022,0.4111
-1,0,-0.0334,0.3285
0,0,0.3384,-0.3644
1,0,0.1928,0.1693
0,-1,-0.2216,0.2772
-1,0,-0.0133,-0.4303
0,-1,-0.4907,-0.078
-1,-1,0.2475,0.2117
-1,1,0.1653,0.4727
-1,0,-0.486,0.414
0,1,-0.4051,-0.0504
0,-1,-0.2501,0.1147
0,0,0.0534,-0.143
-1,0,0.3729,0.3979
0,0,-0.4905,-0.0004
0,0,-0.1952,0.0796
1,0,0.1186,0.2556
1,1,0.3592,-0.3368
0,1,-0.1122,0.453
-1,0,-0.1753,0.2961
1,1,0.0854,0.376
1,1,0.4809,0.1092
1,0,-0.4324,0.4444
1,0,0.3744,-0.3767
1,0,-0.1956,0.0933
-1,1,0.2144,-0.0047
0,0,-0.0332,-0.3069
1,-1,-0.1192,-0.3947
0,1,-0.322,-0.3751
1,-1,-0.4141,-0.3153
-1,0,0.4246,-0.1842
0,-1,0.2514,-0.4137
0,0,-0.3932,-0.4453
0,0,-0.3399,-0.2216
-1,0,0.2302,0.2526
-1,-1,-0.0256,-0.362
0,0,0.0571,0.4925
0,0,-0.4732,-0.2629
0,0,-0.301,-0.2886
0,-1,0.4324,0.0275
0,1,0.2629,-0.1247
-1,1,0.1073,-0.3256
0,0,0.0785,0.4376
0,0,0.2715,0.3171
-1,1,0.3971,-0.1143
-1,1,0.4099,-0.4604
0,-1,0.2302,0.1044
1,-1,0.397,0.1091
-1,1,0.0052,-0.2205
0,-1,0.3607,-0.4513
0,1,-0.0457,-0.4161
-1,-1,-0.4656,-0.0964
0,-1,0.1399,-0.3008
1,-1,-0.1059,-0.2023
1,-1,0.4091,-0.4258
1,-1,-0.2103,-0.3834
1,-1,0.4815,-0.446
1,0,0.1999,-0.2467
-1,-1,-0.0543,-0.2627
1,0,-0.4256,0.2971
1,0,0.0947,0.4917
0,-1,-0.0712,0.0659
-1,1,-0.1781,0.1767
1,-1,0.3476,0.3474
-1,-1,-0.1931,0.2045
-1,-1,-0.113,-0.0797
1,1,-0.4606,-0.2758
-1,-1,-0.4692,0.0116
1,1,0.196,-0.4333
0,0,0.07,0.4588
0,1,-0.4262,0.0267
1,-1,-0.4087,-0.1402
1,-1,0.1384,0.0247
0,1,-0.0392,-0.0171
0,-1,0.4559,-0.3937
-1,1,-0.1826,0.0164
1,0,0.3204,0.0712
0,0,-0.2802,0.1342
1,-1,-0.1814,-0.2893
-1,-1,-0.3516,-0.4433
-1,0,0.1144,0.0253
0,0,0.0748,-0.2043
0,1,-0.4456,0.3967
0,1,-0.0148,-0.3592
-1,0,-0.1247,0.4604
1,0,-0.3515,-0.4193
0,1,-0.063,-0.064
1,0,-0.0211,0.3152
-1,1,0.1305,-0.4637
1,-1,-0.38,-0.3435
1,0,-0.4664,0.4874
0,0,-0.3276,-0.1362
1,-1,0.3137,-0.2878
1,0,-0.4392,0.2112
-1,1,0.2985,-0.1581
1,1,0.1168,-0.1319
1,-1,0.495,-0.3818
-1,1,0.0219,0.1245
1,0,-0.2779,-0.4294
1,1,-0.0938,0.1112
-1,-1,0.4308,0.1519
-1,1,-0.2705,0.2606
1,1,0.0061,-0.2506
0,1,0.2111,0.2113
-1,1,0.3219,-0.4162
0,1,0.3888,-0.3296
-1,1,0.1754,-0.3245
-1,-1,0.1045,-0.3886
-1,0,-0.4868,0.4959
1,-1,-0.444,0.262
-1,0,0.1548,-0.4118
0,0,-0.4873,0.2025
1,0,0.3551,-0.2478
-1,1,0.3933,-0.2999
1,-1,-0.3021,0.4861
-1,1,0.0537,-0.3948
0,-1,-0.2253,-0.3874
-1,1,0.229,-0.0195
-1,0,0.1251,0.2784
-1,-1,0.134,0.087
-1,0,-0.1417,-0.1705
0,0,0.1483,0.1348
1,1,0.3251,0.0687
1,1,0.0801,0.2815
-1,0,-0.3361,0.2293
1,1,-0.2538,-0.1382
1,1,-0.0683,0.2107
1,-1,0.2956,0.27
0,-1,0.2344,-0.3946
1,0,0.192,0.0416
0,1,-0.2315,-0.3907
1,-1,-0.4963,-0.4499
0,0,-0.2215,0.4495
-1,-1,0.419,-0.0896
0,-1,0.413,-0.4662
0,-1,-0.4816,-0.4755
-1,1,0.3607,0.1257
-1,1,-0.461,-0.3668
1,-1,0.169,-0.0171
0,0,0.3437,-0.3111
0,1,-0.1261,0.1679
1,0,0.2948,-0.2991
0,1,0.4667,-0.1672
1,0,0.4335,-0.4124
1,-1,0.1676,-0.3696
0,-1,0.0541,-0.4563
1,-1,0.0171,0.0475
1,-1,0.3209,0.4379
1,1,-0.0832,0.3876
0,1,-0.2815,-0.4344
-1,0,0.3831,-0.1309
0,0,-0.3186,-0.4748
0,0,0.2152,-0.4914
1,-1,0.4403,-0.3629
-1,1,0.4795,-0.0284
-1,0,-0.4109,0.0712
0,1,-0.4463,0.1811
-1,-1,0.4467,0.0699
0,1,0.1539,-0.3566
-1,0,-0.4238,-0.0848
0,1,-0.2956,0.2453
0,1,0.0843,-0.1064
-1,1,-0.309,0.3986
-1,0,-0.4419,0.1029
-1,0,-0.3556,0.4771
1,0,-0.1835,-0.1859
1,1,-0.1593,0.42
0,-1,0.2972,0.2937
1,-1,-0.1321,0.2756
-1,1,-0.2614,0.1301
-1,0,-0.0423,-0.4574
1,1,-0.1603,-0.0355
0,1,-0.2602,-0.4361
-1,1,-0.1592,-0.3744
1,0,-0.0119,0.4427
1,1,-0.3558,0.4972
1,1,0.0261,0.4632
0,1,0.0991,0.3486
0,1,-0.0089,0.0687
0,-1,-0.4755,0.1001
0,-1,0.2447,-0.0496
0,0,-0.2003,-0.2456
1,1,0.1856,-0.0216
0,0,0.4787,0.0377
-1,0,-0.134,0.4554
0,0,-0.3098,-0.4224
1,0,-0.2957,0.1964
0,0,-0.3396,-0.2557
1,0,-0.486,0.3153
-1,0,0.4196,0.2034
0,-1,0.0487,0.3406
-1,1,0.2796,0.2261
1,0,-0.2495,0.1997
1,-1,-0.2211,0.3391
-1,0,-0.0944,-0.4769
1,0,-0.1804,-0.1616
1,1,0.2867,0.3047
0,-1,0.372,-0.463
1,0,-0.3123,-0.1796
1,0,-0.1566,0.0115
0,0,-0.3861,-0.1521
-1,1,0.4023,0.2304
-1,1,0.1809,0.3484
0,0,0.1752,-0.0347
0,-1,-0.3274,-0.2579
1,1,-0.1054,-0.4024
0,1,0.259,-0.2177
-1,0,-0.0932,-0.3933
-1,1,0.2016,-0.3105
1,0,0.3604,-0.3694
-1,0,-0.3395,0.2648
0,0,-0.2137,0.2854
0,1,-0.3772,-0.0685
-1,0,-0.0702,0.3212
-1,-1,0.1804,-0.1572
1,1,0.2755,0.0685
1,-1,0.3596,-0.3267
-1,1,-0.1104,0.4852
1,0,0.3793,0.3234
1,0,-0.3548,0.4759
-1,1,-0.3474,0.2321
1,0,0.1258,0.3031
1,1,0.3539,-0.2309
-1,-1,-0.2124,-0.3645
-1,-1,0.1912,0.2711
-1,-1,-0.4025,-0.1245
-1,1,0.3429,-0.1623
-1,1,0.0927,0.2758
0,-1,-0.1679,-0.2615
1,0,0.0514,-0.3357
-1,0,0.1056,0.3535
0,0,-0.1179,0.3298
1,0,-0.0356,-0.253
0,1,-0.2426,-0.4271
0,-1,0.4093,0.0963
1,1,-0.4037,0.2227
1,0,0.1608,-0.1377
1,-1,-0.3867,-0.3023
0,1,0.1225,-0.4479
-1,1,-0.4502,-0.367
0,0,-0.0881,0.4709
1,1,-0.0183,-0.006
-1,-1,0.3428,0.4069
0,0,0.253,-0.341
-1,-1,-0.3699,-0.3513
